蓟县,10
江阴,13
静海县,10
晋州市,24
井陉县,24
冀州市,34
景县,34
巨鹿县,28
鸡泽县,27
静乐县,43
介休市,41
吉县,44
交口县,45
交城县,45
建平县,68
建昌县,69
九台市,70
蛟河市,71
集安市,74
江源县,75
靖宇县,75
嘉荫县,85
集贤县,83
鸡东县,81
金湖县,96
建湖县,97
靖江市,99
姜堰市,99
句容市,98
金坛市,93
建德市,3
嘉善县,102
江山市,106
缙云县,109
景宁畲族自治县,109
界首市,120
金寨县,123
泾县,126
旌德县,126
绩溪县,126
建瓯市,131
建阳市,131
将乐县,128
建宁县,128
进贤县,134
九江县,137
金溪县,143
靖安县,142
井冈山市,141
吉安县,141
吉水县,141
济阳县,22
胶州市,21
即墨市,21
胶南市,21
莒县,153
莒南县,155
金乡县,150
嘉祥县,150
巨野县,159
鄄城县,159
郏县,163
京山县,182
嘉鱼县,186
江陵县,184
监利县,184
建始县,188
津市市,197
嘉禾县,200
江永县,201
江华瑶族自治县,201
靖州苗族侗族自治县,202
吉首市,204
蕉岭县,214
揭东县,222
揭西县,222
靖西县,233
金秀瑶族自治县,398
金堂县,8
剑阁县,243
犍为县,246
江油市,242
井研县,246
夹江县,246
江安县,249
筠连县,249
简阳市,254
九寨沟县,255
金川县,255
九龙县,256
金阳县,257
金沙县,264
江口县,262
锦屏县,265
剑河县,265
晋宁县,267
江川县,269
景东彝族自治县,275
景谷傣族彝族自治县,275
江城哈尼族彝族自治县,275
剑川县,277
景洪市,276
建水县,273
金平苗族瑶族傣族自治县,273
嘉黎县,287
江达县,284
加查县,285
江孜县,286
吉隆县,286
泾阳县,292
靖边县,296
佳县,296
靖远县,302
景泰县,302
金塔县,307
泾川县,306
静宁县,306
积石山保安族东乡族撒拉族自治县,311
尖扎县,316
久治县,318
泾源县,324
伽师县,334
精河县,330
吉木萨尔县,329
吉木乃县,338
奎屯市,336
库尔勒市,331
康定县,256
康保县,30
宽城满族自治县,31
满城县,29
岢岚县,43
开鲁县,50
康平县,18
喀喇沁左翼蒙古族自治县,68
开原市,67
宽甸满族自治县,61
克山县,80
开化县,106
克东县,80
开封县,161
垦利县,147
开平市,209
开江县,251
开阳县,258
凯里市,265
康县,310
康乐县,311
康马县,286
库车县,332
喀什市,334
开县,9
开远市,273
柯坪县,332
骡马市,8
溧水县,5
鹿泉市,24
栾城县,24
灵寿县,24
滦平县,31
隆化县,31
卢龙县,26
滦县,25
滦南县,25
乐亭县,25
涞源县,29
蠡县,29
涞水县,29
临城县,28
隆尧县,28
临西县,28
临漳县,27
娄烦县,35
灵丘县,36
潞城市,38
黎城县,38
陵川县,39
灵石县,41
临县,45
柳林县,45
岚县,45
林西县,49
凉城县,55
辽中县,18
凌源市,68
辽阳县,65
凌海市,62
柳河县,74
梨树县,72
龙井市,78
临江市,75
龙江县,80
林甸县,84
林口县,88
萝北县,82
兰西县,90
涟水县,96
溧阳市,93
临安市,3
龙游县,106
兰溪市,105
临海市,108
龙泉市,109
灵璧县,121
利辛县,124
临泉县,120
来安县,119
庐江县,110
郎溪县,126
连江县,14
罗源县,14
龙海市,130
连城县,132
乐平市,135
莲花县,136
芦溪县,136
龙南县,140
黎川县,143
乐安县,143
临清市,157
乐陵市,156
陵县,156
临邑县,156
利津县,147
临朐县,149
龙口市,148
莱阳市,148
莱州市,148
莱西市,21
临沭县,155
卢氏县,171
灵宝市,171
栾川县,162
洛宁县,162
林州市,164
兰考县,161
临颍县,170
鲁山县,163
罗山县,174
鹿邑县,175
罗田县,185
利川市,188
浏阳市,344
澧县,197
老河口市,180
临湘市,196
醴陵市,192
耒阳市,194
临武县,200
来凤县,188
蓝山县,201
冷水江市,203
涟源市,203
泸溪县,204
隆回县,195
龙山县,204
连州市,218
连山壮族瑶族自治县,218
连南瑶族自治县,218
乐昌市,205
龙川县,216
连平县,216
陆丰市,215
陆河县,215
龙门县,213
罗定市,223
廉江市,210
雷州市,210
临桂县,226
隆安县,224
灵川县,226
荔浦县,226
龙胜各族自治县,226
柳江县,225
柳城县,225
陆川县,232
鹿寨县,225
灵山县,230
龙州县,394
凌云县,233
乐业县,233
隆林各族自治县,233
罗城仫佬族自治县,235
罗江县,241
阆中市,247
邻水县,250
隆昌县,245
泸县,240
乐至县,254
芦山县,252
理县,255
泸定县,256
炉霍县,256
理塘县,256
雷波县,257
黎平县,265
雷山县,265
荔波县,266
罗甸县,266
龙里县,266
禄劝彝族苗族自治县,267
罗平县,268
陆良县,268
龙陵县,270
鲁甸县,271
澜沧拉祜族自治县,275
潞西市,278
梁河县,278
陇川县,278
禄丰县,272
泸水县,280
兰坪白族普米族自治县,280
绿春县,273
泸西县,273
林周县,283
类乌齐县,284
洛隆县,284
林芝县,289
朗县,289
洛扎县,285
隆子县,285
浪卡子县,285
拉孜县,286
洛川县,294
蓝田县,17
礼泉县,292
陇县,291
略阳县,295
留坝县,295
麟游县,291
洛南县,298
临泽县,305
岚皋县,297
灵台县,306
临洮县,309
陇西县,309
礼县,310
两当县,310
临夏市,311
临夏县,311
临潭县,312
碌曲县,312
乐都县,314
灵武市,321
隆德县,324
洛浦县,335
轮台县,331
临澧县,197
梁平县,9
梁山县,150
梅河口市,74
密云县,2
孟村回族自治县,32
满洲里市,52
密山市,81
穆棱市,88
明水县,90
漠河县,91
蒙城县,124
明光市,119
闽侯县,14
木兰县,79
明溪县,128
孟津县,162
蒙阴县,155
孟州市,167
民权县,173
泌阳县,176
麻城市,185
汨罗市,196
麻阳苗族自治县,202
梅县,214
马山县,224
蒙山县,227
沐川县,246
绵竹市,241
马边彝族自治县,246
名山县,252
米易县,239
马尔康县,255
冕宁县,257
美姑县,257
木里藏族自治县,257
湄潭县,260
麻江县,265
马龙县,268
墨江哈尼族自治县,275
孟连傣族拉祜族佤族自治县,275
弥渡县,277
牟定县,272
勐海县,276
勐腊县,276
弥勒县,273
蒙自县,273
麻栗坡县,274
马关县,274
墨竹工卡县,283
芒康县,284
米林县,289
墨脱县,289
勉县,295
眉县,291
米脂县,296
民勤县,304
民乐县,305
岷县,309
民和回族土族自治县,314
门源回族自治县,315
玛曲县,312
玛沁县,318
玛多县,318
麦盖提县,334
墨玉县,335
民丰县,335
米泉市,329
玛纳斯县,329
木垒哈萨克自治县,329
宁河县,10
南皮县,32
南宫市,28
内丘县,28
南和县,28
宁晋县,28
宁武县,43
宁城县,49
农安县,70
讷河市,80
嫩江县,89
宁安市,88
南陵县,111
宁国市,126
宁化县,128
南安市,129
南昌县,134
南靖县,130
南康市,140
宁都县,140
南城县,143
宁津县,156
南丰县,143
宁阳县,151
内黄县,164
南乐县,168
宁陵县,173
内乡县,172
南召县,172
南漳县,180
宁乡县,344
南县,199
宁远县,201
南雄市,205
南澳县,207
宁明县,394
那坡县,233
南丹县,235
南部县,247
南溪县,249
南江县,253
宁南县,257
纳雍县,264
宁蒗彝族自治县,279
南涧彝族自治县,277
南华县,272
尼木县,283
那曲县,287
聂荣县,287
尼玛县,287
南木林县,286
乃东县,285
南郑县,295
聂拉木县,286
宁强县,295
宁陕县,297
宁县,308
囊谦县,319
尼勒克县,336
宁海县,11
闽清县,14
茂县,255
平乡县,28
平定县,37
偏关县,43
普兰店市,19
平遥县,41
蒲县,44
盘山县,66
磐石市,71
邳州市,92
平湖市,102
浦江县,105
平泉县,31
磐安县,105
平阳县,101
平潭县,14
浦城县,131
平和县,130
屏南县,133
彭泽县,137
鄱阳县,144
平阴县,22
平原县,156
蓬莱市,148
平邑县,155
平度市,21
濮阳县,168
平山县,24
平舆县,176
平远县,214
平江县,196
普宁市,222
平乐县,226
凭祥市,394
平南县,231
浦北县,230
平果县,233
彭州市,8
蒲江县,8
郫县,8
平武县,242
蓬安县,247
蓬溪县,244
平昌县,253
屏山县,249
普格县,257
彭山县,248
盘县,259
普定县,261
平坝县,261
平顺县,38
普安县,263
普洱哈尼族彝族自治县,275
平塘县,266
屏边苗族自治县,273
普兰县,288
蒲城县,293
平利县,297
平罗县,322
彭阳县,324
皮山县,335
彭水苗族土家族自治县,9
平安县,314
番禺,4
沛县,92
曲阳县,29
青县,32
迁西县,25
清河县,28
清苑县,29
曲周县,27
邱县,27
清徐县,35
沁县,38
沁源县,38
曲沃县,44
祁县,41
沁水县,39
清水河县,46
清原满族自治县,59
迁安市,25
乾安县,76
青龙满族自治县,26
前郭尔罗斯蒙古族自治县,76
庆安县,90
启东市,94
青田县,109
庆元县,109
全椒县,119
潜山县,117
祁门县,118
青阳县,125
清流县,128
全南县,140
齐河县,156
铅山县,144
庆云县,156
青州市,149
栖霞市,148
曲阜市,150
沁阳市,167
淇县,165
清丰县,168
杞县,161
青冈县,90
确山县,176
蕲春县,185
祁阳县,201
清新县,218
全州县,226
青川县,243
渠县,251
邛崃市,8
青神县,248
清镇市,258
黔西县,264
晴隆县,263
丘北县,274
巧家县,271
琼结县,285
曲水县,283
曲松县,285
乾县,292
岐山县,291
千阳县,291
清涧县,296
清水县,303
秦安县,303
庆城县,308
祁连县,315
曲麻莱县,319
青铜峡市,323
阿克陶县,333
奇台县,329
青河县,338
綦江县,9
且末县,331
饶阳县,34
任丘市,32
任县,28
饶河县,83
如皋市,94
如东县,94
瑞安市,101
瑞昌市,137
瑞金市,140
荣成市,152
乳山市,152
汝阳县,162
汝州市,163
汝南县,176
汝城县,200
乳源瑶族自治县,205
仁化县,205
融安县,225
饶平县,221
融水苗族自治县,225
容县,232
荣县,238
仁寿县,248
壤塘县,255
若尔盖县,255
仁怀市,260
榕江县,265
瑞丽市,278
日喀则市,286
仁布县,286
日土县,288
荣昌县,9
若羌县,331
祁东县,194
顺平县,29
深泽县,24
三河市,33
肃宁县,32
沙河市,28
涉县,27
神池县,43
尚义县,30
深州市,34
寿阳县,41
山阴县,40
石楼县,45
商都县,55
绥中县,69
舒兰市,71
双辽市,72
双城市,79
尚志市,79
绥滨县,82
绥芬河市,88
绥棱县,90
睢宁县,92
沭阳县,100
泗阳县,100
泗洪县,100
射阳县,97
嵊泗县,107
孙吴县,89
上虞市,104
嵊州市,104
绍兴县,104
遂昌县,109
三门县,108
松阳县,109
濉溪县,115
泗县,121
宿松县,117
寿县,123
石台县,125
舒城县,123
邵武市,131
顺昌县,131
松溪县,131
沙县,128
石狮市,129
上杭县,132
寿宁县,133
上犹县,140
上栗县,136
石城县,140
上饶县,144
上高县,142
遂川县,141
商河县,22
寿光市,149
泗水县,150
渑池县,171
陕县,171
嵩县,162
商城县,174
社旗县,172
商水县,175
遂平县,176
睢县,173
沈丘县,175
上蔡县,176
沙洋县,182
石首市,184
桑植县,198
松滋市,184
石门县,197
韶山市,193
邵东县,195
邵阳县,195
绥宁县,195
双牌县,201
双峰县,203
始兴县,205
四会市,212
遂溪县,210
上林县,224
三江侗族自治县,225
上思县,229
双流县,8
三台县,242
什邡市,241
射洪县,244
石棉县,252
松潘县,255
石渠县,256
色达县,256
绥阳县,260
石阡县,262
思南县,262
松桃苗族自治县,262
施秉县,265
三都水族自治县,266
三穗县,265
嵩明县,267
师宗县,268
石林彝族自治县,267
施甸县,270
绥江县,271
水富县,271
双江拉祜族佤族布朗族傣族自治县,282
石屏县,273
双柏县,272
申扎县,287
索县,287
桑日县,285
萨嘎县,286
萨迦县,286
三原县,292
神木县,296
绥德县,296
商南县,298
石泉县,297
山阳县,298
肃北蒙古族自治县,307
山丹县,305
肃南裕固族自治县,305
疏附县,334
疏勒县,334
莎车县,334
沙雅县,332
石柱土家族自治县,9
沙湾县,337
太仓市,6
天镇县,36
屯留县,38
鄯善县,335
唐县,29
托克托县,46
突泉县,53
台安县,58
铁岭县,67
洮南市,77
通榆县,77
通化县,74
图们市,78
通河县,79
泰来县,80
铁力市,85
同江市,86
汤原县,86
塔河县,91
铜山县,92
泰兴市,99
太谷县,41
通州市,94
桐庐县,3
桐乡市,102
天台县,108
泰顺县,101
太和县,120
天长市,119
铜陵县,116
桐城市,117
太湖县,117
泰宁县,128
铜鼓县,142
泰和县,141
郯城县,155
滕州市,146
汤阴县,164
台前县,168
通许县,161
唐河县,172
桐柏县,172
太康县,175
团风县,185
通城县,186
通山县,186
桃源县,197
桃江县,199
通道侗族自治县,202
台山市,209
藤县,227
天等县,394
田阳县,233
田东县,233
田林县,233
天峨县,235
通江县,253
天全县,252
桐梓县,260
铜仁市,262
天柱县,265
台江县,265
通海县,269
腾冲县,270
潼关县,293
天祝藏族自治县,304
通渭县,309
太白县,291
天峻县,320
同仁县,316
塔什库尔干塔吉克自治县,334
吐鲁番市,335
托克逊县,335
唐海县,25
特克斯县,336
塔城市,337
潼南县,9
托里县,337
铜梁县,9
同德县,411
塘沽,10
乌兰浩特市,53
同心县,323
吴江,6
瓦房店市,19
无极县,24
蔚县,30
万全县,30
围场满族蒙古族自治县,31
文安县,33
武邑县,34
望都县,29
武强县,34
吴桥县,32
威县,28
武安市,27
魏县,27
武乡县,38
五台县,43
五寨县,43
文水县,45
武川县,46
五原县,56
汪清县,78
五常市,79
五大连池市,89
望奎县,90
武义县,105
温岭市,108
文成县,101
涡阳县,124
五河县,112
芜湖县,111
望江县,117
武平县,132
无为县,111
武宁县,137
万年县,144
婺源县,144
万载县,142
万安县,141
武城县,156
文登市,152
五莲县,153
微山县,150
汶上县,150
无棣县,158
武陟县,167
温县,167
卫辉市,166
尉氏县,161
舞阳县,170
舞钢市,163
武穴市,185
五峰土家族自治县,179
望城县,344
武冈市,195
翁源县,205
五华县,214
吴川市,210
武鸣县,224
武宣县,398
旺苍县,243
武胜县,250
威远县,245
万源市,251
汶川县,255
务川仡佬族苗族自治县,260
瓮安县,266
望谟县,263
威信县,271
维西傈僳族自治县,281
巍山彝族回族自治县,277
武定县,272
文山县,274
吴起县,294
武功县,292
吴堡县,296
武山县,303
渭源县,309
文县,310
乌兰县,320
乌鲁木齐县,325
温宿县,332
乌什县,332
乌恰县,333
温泉县,330
乌苏市,337
武隆县,9
巫峡县,9
巫山县,9
尉犁县,331
锡林浩特市,54
辛集市,24
新乐市,24
西昌市,257
香河县,33
雄县,29
宣化县,30
兴隆县,31
行唐县,24
徐水县,29
献县,32
邢台县,28
新河县,28
襄垣县,38
襄汾县,44
乡宁县,44
隰县,44
昔阳县,41
孝义市,45
兴县,45
兴和县,55
新民市,18
西丰县,67
新宾满族自治县,59
岫岩满族自治县,58
兴城市,69
逊克县,89
新沂市,92
盱眙县,96
响水县,97
兴化市,99
新昌县,104
仙居县,108
萧县,121
歙县,118
休宁县,118
武夷山市,131
仙游县,127
霞浦县,133
新建县,134
修水县,137
星子县,137
信丰县,140
兴国县,140
寻乌县,140
峡江县,141
新干县,141
莘县,157
新泰市,151
新郑市,160
夏津县,156
新密市,160
新安县,162
修武县,167
新乡县,166
浚县,165
夏邑县,173
许昌县,169
襄城县,169
西峡县,172
淅川县,172
息县,174
新野县,172
项城市,175
西华县,175
西平县,176
新县,174
新蔡县,176
孝昌县,183
浠水县,185
宣恩县,188
咸丰县,188
湘阴县,196
湘乡市,193
兴山县,179
湘潭县,193
新田县,201
新邵县,195
新宁县,195
溆浦县,202
新化县,203
新晃侗族自治县,202
新丰县,205
兴宁市,214
新兴县,223
信宜市,211
徐闻县,210
兴安县,226
兴业县,232
西林县,233
象州县,398
忻城县,398
新津县,8
西充县,247
叙永县,240
兴文县,249
宣汉县,251
小金县,255
新龙县,256
乡城县,256
喜德县,257
修文县,258
息烽县,258
习水县,260
威宁彝族回族苗族自治县,264
兴义市,263
兴仁县,263
寻甸回族彝族自治县,267
宣威市,268
新平彝族傣族自治县,269
西盟佤族自治县,275
香格里拉县,281
祥云县,277
西畴县,274
谢通门县,286
兴平市,292
旬邑县,292
西乡县,295
旬阳县,297
西和县,310
夏河县,312
循化撒拉族自治县,314
西吉县,324
新和县,332
新源县,336
秀山土家族苗族自治县,9
兴海县,411
象山县,11
萧山,3
延吉市,78
余姚市,11
仪征市,12
宜兴,13
延庆县,2
元氏县,24
阳原县,30
玉田县,25
永清县,33
易县,29
盐山县,32
永年县,27
阳曲县,35
应县,40
右玉县,40
阳高县,36
盂县,37
阳城县,39
原平市,43
翼城县,44
榆社县,41
永和县,44
牙克石市,52
义县,62
榆树市,70
永吉县,71
伊通满族自治县,72
依兰县,79
延寿县,79
依安县,80
友谊县,83
扬中市,98
永康市,105
玉环县,108
乐清市,101
永嘉县,101
云和县,109
颍上县,120
岳西县,117
黟县,118
永泰县,14
永安市,128
永春县,129
永定县,132
尤溪县,128
云霄县,130
永修县,137
余江县,139
于都县,140
玉山县,144
弋阳县,144
余干县,144
宜黄县,143
宜丰县,142
永丰县,141
永新县,141
阳谷县,157
禹城市,156
沂源县,145
沂水县,155
沂南县,155
兖州市,150
鱼台县,150
阳信县,158
郓城县,159
荥阳市,160
义马市,171
偃师市,162
宜阳县,162
伊川县,162
原阳县,166
延津县,166
永城市,173
虞城县,173
禹州市,169
鄢陵县,169
叶县,163
郧县,178
郧西县,178
宜城市,180
应城市,183
云梦县,183
英山县,185
阳新县,177
宜都市,179
远安县,179
沅江市,199
岳阳县,196
攸县,192
炎陵县,192
永兴县,200
宜章县,200
沅陵县,202
永顺县,204
英德市,218
阳山县,218
云安县,223
郁南县,223
阳春市,217
阳西县,217
阳东县,217
阳朔县,226
永福县,226
宜州市,235
盐亭县,242
营山县,247
仪陇县,247
岳池县,250
宜宾县,249
盐边县,239
荥经县,252
雅江县,256
盐源县,257
越西县,257
余庆县,260
玉屏侗族自治县,262
印江土家族苗族自治县,262
沿河土家族自治县,262
宜良县,267
易门县,269
元江哈尼族彝族傣族自治县,269
盐津县,271
永善县,271
彝良县,271
永胜县,279
玉龙纳西族自治县,279
永德县,282
云县,282
盈江县,278
永平县,277
云龙县,277
漾濞彝族自治县,277
姚安县,272
永仁县,272
元谋县,272
元阳县,273
砚山县,274
亚东县,286
延长县,294
延川县,294
宜川县,294
宜君县,290
永寿县,292
洋县,295
永登县,299
榆中县,299
玉门市,307
永靖县,311
永昌县,301
玉树县,319
永宁县,321
盐池县,323
叶城县,334
英吉沙县,334
岳普湖县,334
于田县,335
伊吾县,328
焉耆回族自治县,331
伊宁市,336
裕民县,337
云阳县,9
酉阳土家族苗族自治县,9
伊宁县,336
增城市,4
张家港市,6
庄河市,19
涿鹿县,30
涿州市,29
遵化市,25
枣强县,34
泽州县,39
左权县,41
中阳县,45
扎兰屯市,52
卓资县,55
左云县,36
彰武县,64
镇赉县,77
肇州县,84
肇源县,84
肇东市,90
诸暨市,104
枞阳县,117
政和县,131
漳浦县,130
诏安县,130
漳平市,132
柘荣县,133
周宁县,133
资溪县,143
樟树市,142
章丘市,22
诸城市,149
招远市,148
邹城市,150
沾化县,158
邹平县,158
中牟县,160
柘城县,173
镇平县,172
正阳县,176
竹山县,178
竹溪县,178
枣阳市,180
钟祥市,182
枝江市,179
秭归县,179
株洲县,192
资兴市,200
中方县,202
芷江侗族自治县,202
紫金县,216
资源县,226
昭平县,234
钟山县,234
梓潼县,242
中江县,241
昭觉县,257
遵义县,260
正安县,260
镇宁布依族苗族自治县,261
紫云苗族布依族自治县,261
织金县,264
镇远县,265
贞丰县,263
沾益县,268
镇雄县,271
镇沅彝族哈尼族拉祜族自治县,275
镇康县,282
左贡县,284
扎囊县,285
仲巴县,286
札达县,288
周至县,17
子长县,294
志丹县,294
镇巴县,295
子洲县,296
紫阳县,297
镇坪县,297
镇安县,298
柞水县,298
张家川回族自治县,303
正宁县,308
镇原县,308
庄浪县,306
漳县,309
卓尼县,312
舟曲县,312
泽库县,316
